symbol,universe,level_kind,first_seen_utc,fill_ts,fill_utc,entry_px,atr,pierce_atr,variant_b,status,exit_ts,exit_utc,stopped,gross_r,net_r,flow_reject,flow_att_min,flow_vshock,flow_taker,flow_absorb,flow_vhigh,drv_q,drv_liqburst,drv_gap_oi,v7_align,drv_gap_cvd,side
ETC,added20,pdh_pdl,2026-07-29 13:42,1785200400,2026-07-28 01:00,6.750000,0.065056,0.3074,0,CLOSED,1785229200,2026-07-28 09:00,0,-0.175673,-0.205318,0,6,13.81,-0.1783,-0.58,na,,,,,,LONG
ETH,core9,pdh_pdl,2026-07-29 13:42,1785200400,2026-07-28 01:00,1882.490000,16.865585,0.3243,0,CLOSED,1785229200,2026-07-28 09:00,0,-0.102491,-0.134382,0,27,3.66,0.0162,0.05,na,,,,,,LONG
ETH,core9,session,2026-07-29 13:42,1785200400,2026-07-28 01:00,1878.740000,16.865585,0.1020,1,CLOSED,1785229200,2026-07-28 09:00,0,-0.038964,-0.070791,0,9,3.5,-0.0794,-0.778,na,,,,,,LONG
INJ,added20,pdh_pdl,2026-07-29 13:42,1785200400,2026-07-28 01:00,4.716000,0.057036,0.1753,1,CLOSED,1785229200,2026-07-28 09:00,0,-0.470877,-0.494501,0,21,5.86,0.3567,2.035,na,,,,,,LONG
SOL,core9,pdh_pdl,2026-07-29 13:42,1785200400,2026-07-28 01:00,73.740000,0.626323,0.0958,1,CLOSED,1785229200,2026-07-28 09:00,0,-0.218965,-0.252604,0,5,3.27,-0.1412,-1.412,na,,,,,,LONG
XRP,core9,pdh_pdl,2026-07-29 13:42,1785200400,2026-07-28 01:00,1.061000,0.007633,0.3406,0,CLOSED,1785229200,2026-07-28 09:00,0,-0.164692,-0.204406,0,11,3.33,0.1349,0.396,na,,,,,,LONG
AAVE,added20,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,96.940000,1.139804,0.0965,1,CLOSED,1785232800,2026-07-28 10:00,0,0.027574,0.003274,1,1,6.08,0.0918,0.918,na,,,,,,LONG
ADA,core9,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,0.153700,0.001756,0.2278,1,CLOSED,1785232800,2026-07-28 10:00,0,0.536869,0.511864,1,2,34.94,0.4152,1.823,na,,,,,,LONG
ALGO,added20,pwh_pwl,2026-07-29 13:42,1785204000,2026-07-28 02:00,0.079400,0.000703,0.8538,0,CLOSED,1785232800,2026-07-28 10:00,0,0.731863,0.699580,0,23,72.72,0.5231,0.613,na,,,,,,LONG
ALGO,added20,swing,2026-07-29 13:42,1785204000,2026-07-28 02:00,0.079400,0.000703,0.8538,0,CLOSED,1785232800,2026-07-28 10:00,0,0.731863,0.699580,0,23,72.72,0.5231,0.613,na,,,,,,LONG
APT,added20,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,0.589000,0.006655,0.7513,0,CLOSED,1785232800,2026-07-28 10:00,0,-0.171719,-0.197005,0,49,8.28,-0.0776,-0.103,na,,,,,,LONG
ATOM,added20,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,1.295000,0.013035,0.7671,0,CLOSED,1785232800,2026-07-28 10:00,0,0.241102,0.212718,0,49,6.88,-0.0997,-0.13,na,,,,,,LONG
AVAX,core9,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,6.376000,0.061822,0.2912,0,CLOSED,1785232800,2026-07-28 10:00,0,0.429804,0.400337,0,9,7.05,0.4459,1.531,na,,,,,,LONG
BTC,core9,pwh_pwl,2026-07-29 13:42,1785204000,2026-07-28 02:00,63100.000000,361.174446,0.1124,1,CLOSED,1785232800,2026-07-28 10:00,0,0.295441,0.245524,1,1,9.36,0.361,3.212,na,1,4.09,na,0.003184,na,LONG
DOGE,core9,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,0.070110,0.000623,0.3692,0,CLOSED,1785232800,2026-07-28 10:00,0,0.022934,-0.009224,0,9,10.54,0.4443,1.203,na,,,,,,LONG
DOGE,core9,session,2026-07-29 13:42,1785204000,2026-07-28 02:00,0.069420,0.000627,0.1595,1,CLOSED,1785232800,2026-07-28 10:00,0,0.337221,0.305586,1,2,14.74,-0.1082,-0.678,na,,,,,,LONG
ETC,added20,session,2026-07-29 13:42,1785204000,2026-07-28 02:00,6.700000,0.066123,0.1512,1,CLOSED,1785232800,2026-07-28 10:00,0,0.086419,0.057468,1,2,168.9,0.852,5.635,na,,,,,,LONG
ICP,added20,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,2.085000,0.019256,0.5193,0,CLOSED,1785232800,2026-07-28 10:00,0,0.207728,0.176791,0,15,23.27,0.2085,0.402,na,,,,,,LONG
LTC,added20,pdh_pdl,2026-07-29 13:42,1785204000,2026-07-28 02:00,45.940000,0.325670,0.1535,1,CLOSED,1785232800,2026-07-28 10:00,0,0.517614,0.477310,1,4,3.61,0.2979,1.941,na,,,,,,LONG
SOL,core9,pwh_pwl,2026-07-29 13:42,1785204000,2026-07-28 02:00,73.390000,0.645157,0.8215,0,CLOSED,1785232800,2026-07-28 10:00,0,-0.106286,-0.138788,0,53,5.07,0.2303,0.28,na,,,,,,LONG
SOL,core9,swing,2026-07-29 13:42,1785204000,2026-07-28 02:00,73.390000,0.645157,0.8215,0,CLOSED,1785232800,2026-07-28 10:00,0,-0.106286,-0.138788,0,53,5.07,0.2303,0.28,na,,,,,,LONG
FIL,added20,pdh_pdl,2026-07-29 13:42,1785207600,2026-07-28 03:00,0.701000,0.008800,1.3069,0,CLOSED,1785236400,2026-07-28 11:00,0,-0.094160,-0.116921,0,3,129.17,0.3669,0.281,na,,,,,,LONG
FIL,added20,pwh_pwl,2026-07-29 13:42,1785207600,2026-07-28 03:00,0.701000,0.008800,1.3069,0,CLOSED,1785236400,2026-07-28 11:00,0,-0.094160,-0.116921,0,3,129.17,0.3669,0.281,na,,,,,,LONG
FIL,added20,session,2026-07-29 13:42,1785207600,2026-07-28 03:00,0.701000,0.008800,1.3069,0,CLOSED,1785236400,2026-07-28 11:00,0,-0.094160,-0.116921,0,3,129.17,0.3669,0.281,na,,,,,,LONG
FIL,added20,swing,2026-07-29 13:42,1785207600,2026-07-28 03:00,0.701000,0.008800,1.3069,0,CLOSED,1785236400,2026-07-28 11:00,0,-0.094160,-0.116921,0,3,129.17,0.3669,0.281,na,,,,,,LONG
HBAR,added20,pdh_pdl,2026-07-29 13:42,1785207600,2026-07-28 03:00,0.067870,0.000469,0.1918,1,CLOSED,1785236400,2026-07-28 11:00,0,-0.194846,-0.236172,0,5,6.74,0.3391,1.768,na,,,,,,LONG
HBAR,added20,session,2026-07-29 13:42,1785207600,2026-07-28 03:00,0.067870,0.000469,0.1918,1,CLOSED,1785236400,2026-07-28 11:00,0,-0.194846,-0.236172,0,5,6.74,0.3391,1.768,na,,,,,,LONG
ADA,core9,session,2026-07-29 13:42,1785218400,2026-07-28 06:00,0.157100,0.001655,1.5715,0,CLOSED,1785247200,2026-07-28 14:00,0,-0.034538,-0.061667,na,,,,,,,,,,,LONG
TRX,added20,pdh_pdl,2026-07-29 13:42,1785222000,2026-07-28 07:00,0.325300,0.000650,0.3075,0,CLOSED,1785250800,2026-07-28 15:00,0,-0.351474,-0.494393,0,36,4.91,0.1302,0.423,na,,,,,,LONG
TRX,added20,pwh_pwl,2026-07-29 13:42,1785222000,2026-07-28 07:00,0.325300,0.000650,0.3075,0,CLOSED,1785250800,2026-07-28 15:00,0,-0.351474,-0.494393,0,36,4.91,0.1302,0.423,na,,,,,,LONG
TRX,added20,session,2026-07-29 13:42,1785222000,2026-07-28 07:00,0.325300,0.000650,0.3075,0,CLOSED,1785250800,2026-07-28 15:00,0,-0.351474,-0.494393,0,36,4.91,0.1302,0.423,na,,,,,,LONG
TRX,added20,swing,2026-07-29 13:42,1785222000,2026-07-28 07:00,0.325300,0.000650,0.3075,0,CLOSED,1785250800,2026-07-28 15:00,0,-0.351474,-0.494393,0,36,4.91,0.1302,0.423,na,,,,,,LONG
AXS,added20,pdh_pdl,2026-07-29 13:42,1785225600,2026-07-28 08:00,0.833000,0.007691,0.5201,0,CLOSED,1785254400,2026-07-28 16:00,0,0.594364,0.563420,0,18,14.37,-0.0261,-0.05,na,,,,,,LONG
AAVE,added20,session,2026-07-29 13:42,1785232800,2026-07-28 10:00,96.830000,1.032952,0.3485,0,CLOSED,1785261600,2026-07-28 18:00,0,1.170017,1.143234,1,18,3.93,0.0007,0.002,na,,,,,,LONG
BNB,core9,session,2026-07-29 13:42,1785232800,2026-07-28 10:00,567.210000,2.361204,0.0974,1,CLOSED,1785250800,2026-07-28 15:00,1,-1.000000,-1.116679,1,3,1.45,-0.2323,-2.323,na,,,,,,SHORT
INJ,added20,pwh_pwl,2026-07-29 13:42,1785232800,2026-07-28 10:00,4.617000,0.049274,0.1827,1,CLOSED,1785261600,2026-07-28 18:00,0,-0.208744,-0.235515,1,5,24.18,0.6353,3.477,na,,,,,,LONG
INJ,added20,swing,2026-07-29 13:42,1785232800,2026-07-28 10:00,4.617000,0.049274,0.1827,1,CLOSED,1785261600,2026-07-28 18:00,0,-0.208744,-0.235515,1,5,24.18,0.6353,3.477,na,,,,,,LONG
LTC,added20,session,2026-07-29 13:42,1785232800,2026-07-28 10:00,46.480000,0.291878,0.2741,0,CLOSED,1785261600,2026-07-28 18:00,0,0.176199,0.130701,0,11,2.9,-0.0465,-0.17,na,,,,,,SHORT
OP,added20,session,2026-07-29 13:42,1785232800,2026-07-28 10:00,0.088200,0.001012,0.3952,0,CLOSED,1785261600,2026-07-28 18:00,0,-0.225834,-0.250732,1,3,59.63,0.1106,0.28,na,,,,,,SHORT
UNI,added20,session,2026-07-29 13:42,1785232800,2026-07-28 10:00,3.752000,0.041155,0.1215,1,CLOSED,1785240000,2026-07-28 12:00,1,-1.000000,-1.044281,1,4,10.21,0.1263,1.04,na,,,,,,SHORT
AVAX,core9,session,2026-07-29 13:42,1785236400,2026-07-28 11:00,6.469000,0.050128,0.2992,0,CLOSED,1785265200,2026-07-28 19:00,0,-0.718166,-0.755038,1,4,3.01,0.2987,0.998,na,,,,,,SHORT
VET,added20,session,2026-07-29 13:42,1785236400,2026-07-28 11:00,0.004545,0.000032,0.0628,1,CLOSED,1785265200,2026-07-28 19:00,0,0.017939,-0.022827,1,3,0.5,0.4992,4.992,na,,,,,,SHORT
XRP,core9,session,2026-07-29 13:42,1785236400,2026-07-28 11:00,1.054500,0.005971,0.1675,1,CLOSED,1785265200,2026-07-28 19:00,0,0.320583,0.270127,1,13,3.15,0.0246,0.147,na,,,,,,LONG
APT,added20,session,2026-07-29 13:42,1785240000,2026-07-28 12:00,0.581000,0.005584,0.1791,1,CLOSED,1785268800,2026-07-28 20:00,0,0.306985,0.277258,1,3,33.18,0.7759,4.332,na,,,,,,LONG
ICP,added20,session,2026-07-29 13:42,1785240000,2026-07-28 12:00,2.109000,0.015538,0.1287,1,CLOSED,1785268800,2026-07-28 20:00,0,-0.312607,-0.351389,0,7,4.68,0.5277,4.1,na,,,,,,SHORT
INJ,added20,pdh_pdl,2026-07-29 13:42,1785240000,2026-07-28 12:00,4.665000,0.051650,0.4453,0,CLOSED,1785268800,2026-07-28 20:00,0,-0.298717,-0.324522,0,13,13.03,0.3857,0.866,na,,,,,,LONG
INJ,added20,session,2026-07-29 13:42,1785240000,2026-07-28 12:00,4.665000,0.051650,0.4453,0,CLOSED,1785268800,2026-07-28 20:00,0,-0.298717,-0.324522,0,13,13.03,0.3857,0.866,na,,,,,,LONG
LINK,core9,session,2026-07-29 13:42,1785240000,2026-07-28 12:00,8.280000,0.056194,0.1602,1,CLOSED,1785268800,2026-07-28 20:00,0,0.554204,0.512105,1,2,9.79,0.1305,0.815,na,,,,,,LONG
SUI,added20,session,2026-07-29 13:42,1785240000,2026-07-28 12:00,0.685400,0.005132,0.0195,1,CLOSED,1785268800,2026-07-28 20:00,0,-0.411999,-0.450159,1,1,5.31,-0.5089,-5.089,na,,,,,,SHORT
XRP,core9,pdh_pdl,2026-07-29 13:42,1785240000,2026-07-28 12:00,1.053500,0.006066,0.8078,0,CLOSED,1785268800,2026-07-28 20:00,0,0.480416,0.430796,0,52,3.73,0.2023,0.25,na,,,,,,LONG
XRP,core9,pwh_pwl,2026-07-29 13:42,1785240000,2026-07-28 12:00,1.053500,0.006066,0.8078,0,CLOSED,1785268800,2026-07-28 20:00,0,0.480416,0.430796,0,52,3.73,0.2023,0.25,na,,,,,,LONG
XRP,core9,swing,2026-07-29 13:42,1785240000,2026-07-28 12:00,1.053500,0.006066,0.8078,0,CLOSED,1785268800,2026-07-28 20:00,0,0.480416,0.430796,0,52,3.73,0.2023,0.25,na,,,,,,LONG
ALGO,added20,session,2026-07-29 13:42,1785243600,2026-07-28 13:00,0.080300,0.000739,1.7588,0,CLOSED,1785272400,2026-07-28 21:00,0,0.154618,0.123578,0,15,187.57,0.2412,0.137,na,,,,,,SHORT
ARB,added20,session,2026-07-29 13:42,1785243600,2026-07-28 13:00,0.078200,0.000714,0.9800,0,CLOSED,1785272400,2026-07-28 21:00,0,-0.360006,-0.391287,0,18,5.05,0.0172,0.018,na,,,,,,SHORT
FIL,added20,session,2026-07-29 13:42,1785243600,2026-07-28 13:00,0.701100,0.006423,0.2180,1,CLOSED,1785272400,2026-07-28 21:00,0,-0.226878,-0.258068,1,16,2.35,0.0265,0.122,na,,,,,,SHORT
NEAR,added20,session,2026-07-29 13:42,1785243600,2026-07-28 13:00,1.655000,0.018353,0.4359,0,CLOSED,1785272400,2026-07-28 21:00,0,0.000000,-0.025765,1,5,8.51,0.3237,0.743,na,,,,,,LONG
OP,added20,pdh_pdl,2026-07-29 13:42,1785243600,2026-07-28 13:00,0.085900,0.001202,0.4161,0,CLOSED,1785272400,2026-07-28 21:00,0,0.879848,0.859421,1,2,67.12,0.4345,1.044,na,,,,,,LONG
OP,added20,swing,2026-07-29 13:42,1785243600,2026-07-28 13:00,0.085900,0.001202,0.4161,0,CLOSED,1785272400,2026-07-28 21:00,0,0.879848,0.859421,1,2,67.12,0.4345,1.044,na,,,,,,LONG
APT,added20,pdh_pdl,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.578000,0.005999,0.5001,0,CLOSED,1785276000,2026-07-28 22:00,0,0.333406,0.305877,1,8,13.5,0.2698,0.539,na,,,,,,LONG
APT,added20,pwh_pwl,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.578000,0.005999,0.5001,0,CLOSED,1785276000,2026-07-28 22:00,0,0.333406,0.305877,1,8,13.5,0.2698,0.539,na,,,,,,LONG
APT,added20,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.578000,0.005999,0.5001,0,CLOSED,1785276000,2026-07-28 22:00,0,0.333406,0.305877,1,8,13.5,0.2698,0.539,na,,,,,,LONG
AXS,added20,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.829000,0.007809,0.5123,0,CLOSED,1785276000,2026-07-28 22:00,0,0.329306,0.298974,1,2,99.88,0.2961,0.578,na,,,,,,LONG
BTC,core9,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,63059.390000,321.782353,0.9849,0,CLOSED,1785276000,2026-07-28 22:00,0,0.643132,0.587141,1,18,9.52,0.2615,0.266,na,1,1.6,na,0.003611,na,LONG
BTC,core9,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,63059.390000,321.782353,0.9849,0,CLOSED,1785276000,2026-07-28 22:00,0,0.643132,0.587141,1,18,9.52,0.2615,0.266,na,1,1.6,na,0.003611,na,LONG
DOGE,core9,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.069320,0.000511,0.1760,1,CLOSED,1785276000,2026-07-28 22:00,0,0.575556,0.536821,1,2,24.5,0.039,0.222,na,,,,,,LONG
DOGE,core9,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.069320,0.000511,0.1760,1,CLOSED,1785276000,2026-07-28 22:00,0,0.575556,0.536821,1,2,24.5,0.039,0.222,na,,,,,,LONG
DOT,added20,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.751000,0.007858,0.2545,0,CLOSED,1785276000,2026-07-28 22:00,0,0.363593,0.336287,1,1,51.24,0.6302,2.476,na,,,,,,LONG
ETC,added20,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,6.690000,0.054141,0.9235,0,CLOSED,1785276000,2026-07-28 22:00,0,0.158318,0.123013,0,16,128.95,-0.2335,-0.253,na,,,,,,LONG
ETC,added20,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,6.690000,0.054141,0.9235,0,CLOSED,1785276000,2026-07-28 22:00,0,0.158318,0.123013,0,16,128.95,-0.2335,-0.253,na,,,,,,LONG
ETH,core9,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,1856.960000,14.905140,0.0054,1,CLOSED,1785276000,2026-07-28 22:00,0,1.053136,1.017540,1,1,22.64,0.4156,4.156,na,,,,,,LONG
ETH,core9,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,1866.310000,14.905140,0.6327,0,CLOSED,1785276000,2026-07-28 22:00,0,0.873908,0.838133,1,8,10.46,0.2915,0.461,na,,,,,,LONG
HBAR,added20,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.067310,0.000434,0.5068,0,CLOSED,1785276000,2026-07-28 22:00,0,0.526578,0.482273,1,13,13.33,0.3548,0.7,na,,,,,,LONG
HBAR,added20,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.067310,0.000434,0.5068,0,CLOSED,1785276000,2026-07-28 22:00,0,0.526578,0.482273,1,13,13.33,0.3548,0.7,na,,,,,,LONG
LINK,core9,pdh_pdl,2026-07-29 13:42,1785247200,2026-07-28 14:00,8.211000,0.063713,0.2982,0,CLOSED,1785276000,2026-07-28 22:00,0,0.748893,0.712072,1,3,26.06,0.5009,1.68,na,,,,,,LONG
LINK,core9,pwh_pwl,2026-07-29 13:42,1785247200,2026-07-28 14:00,8.267000,0.063713,1.1772,0,CLOSED,1785276000,2026-07-28 22:00,0,0.497767,0.460695,0,24,11.87,0.3061,0.26,na,,,,,,LONG
LINK,core9,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,8.211000,0.063713,0.2982,0,CLOSED,1785276000,2026-07-28 22:00,0,0.748893,0.712072,1,3,26.06,0.5009,1.68,na,,,,,,LONG
SAND,added20,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.042070,0.000399,0.7510,0,CLOSED,1785276000,2026-07-28 22:00,0,0.371946,0.341854,na,,,,,,,,,,,LONG
SAND,added20,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.042070,0.000399,0.7510,0,CLOSED,1785276000,2026-07-28 22:00,0,0.371946,0.341854,na,,,,,,,,,,,LONG
SOL,core9,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,72.860000,0.512288,0.9760,0,CLOSED,1785276000,2026-07-28 22:00,0,0.323479,0.282843,0,24,7.44,0.0786,0.081,na,,,,,,LONG
SOL,core9,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,72.860000,0.512288,0.9760,0,CLOSED,1785276000,2026-07-28 22:00,0,0.323479,0.282843,0,24,7.44,0.0786,0.081,na,,,,,,LONG
SUI,added20,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,0.673800,0.005624,0.0711,1,CLOSED,1785276000,2026-07-28 22:00,0,0.965281,0.931049,1,1,79.94,0.541,5.41,na,,,,,,LONG
UNI,added20,pdh_pdl,2026-07-29 13:42,1785247200,2026-07-28 14:00,3.940000,0.052917,0.0945,1,CLOSED,1785276000,2026-07-28 22:00,0,0.334759,0.313486,1,2,12.23,-0.1083,-1.083,na,,,,,,SHORT
UNI,added20,session,2026-07-29 13:42,1785247200,2026-07-28 14:00,3.940000,0.052917,0.0945,1,CLOSED,1785276000,2026-07-28 22:00,0,0.334759,0.313486,1,2,12.23,-0.1083,-1.083,na,,,,,,SHORT
UNI,added20,swing,2026-07-29 13:42,1785247200,2026-07-28 14:00,3.940000,0.052917,0.0945,1,CLOSED,1785276000,2026-07-28 22:00,0,0.334759,0.313486,1,2,12.23,-0.1083,-1.083,na,,,,,,SHORT
ADA,core9,session,2026-07-29 13:42,1785258000,2026-07-28 17:00,0.159400,0.001657,0.3622,0,CLOSED,1785286800,2026-07-29 01:00,0,-0.431140,-0.458629,1,6,7.16,0.1812,0.5,na,,,,,,SHORT
TRX,added20,session,2026-07-29 13:42,1785258000,2026-07-28 17:00,0.324300,0.000639,0.1566,1,CLOSED,1785286800,2026-07-29 01:00,0,0.134220,-0.010872,1,14,1.44,0.4254,2.716,na,,,,,,LONG
AVAX,core9,session,2026-07-29 13:42,1785268800,2026-07-28 20:00,6.590000,0.059288,0.2867,0,CLOSED,1785297600,2026-07-29 04:00,0,0.848155,0.816397,0,3,18.33,0.5806,2.025,na,,,,,,SHORT
ATOM,added20,session,2026-07-29 13:42,1785272400,2026-07-28 21:00,1.311000,0.010775,0.0928,1,CLOSED,1785301200,2026-07-29 05:00,0,0.503822,0.469059,0,1,30.35,0.9244,9.244,na,,,,,,SHORT
ICP,added20,session,2026-07-29 13:42,1785272400,2026-07-28 21:00,2.129000,0.016375,0.2443,1,CLOSED,1785301200,2026-07-29 05:00,0,0.767733,0.730585,1,20,7.83,-0.1223,-0.501,na,,,,,,SHORT
LINK,core9,session,2026-07-29 13:42,1785276000,2026-07-28 22:00,8.419000,0.065081,0.3995,0,CLOSED,1785304800,2026-07-29 06:00,0,-0.039511,-0.076472,0,12,3.72,0.6294,1.575,0,,,,,,SHORT
OP,added20,session,2026-07-29 13:42,1785276000,2026-07-28 22:00,0.089700,0.001042,0.2878,0,CLOSED,1785304800,2026-07-29 06:00,0,0.493427,0.468838,1,23,1.1,0.2686,0.933,na,,,,,,SHORT
SUI,added20,session,2026-07-29 13:42,1785276000,2026-07-28 22:00,0.694900,0.005282,0.2272,1,CLOSED,1785304800,2026-07-29 06:00,0,0.400258,0.362671,0,22,0.71,0.0868,0.382,0,,,,,,SHORT
XRP,core9,session,2026-07-29 13:42,1785276000,2026-07-28 22:00,1.067900,0.006669,0.2699,0,CLOSED,1785304800,2026-07-29 06:00,0,-0.848263,-0.894014,0,3,2.61,-0.0531,-0.197,0,,,,,,SHORT
LTC,added20,session,2026-07-29 13:42,1785283200,2026-07-29 00:00,45.970000,0.291164,0.0687,1,CLOSED,1785312000,2026-07-29 08:00,0,-0.794839,-0.839949,1,1,3.28,0.1436,1.436,na,,,,,,LONG
AAVE,added20,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,101.930000,1.231348,0.1543,1,CLOSED,1785315600,2026-07-29 09:00,0,0.705382,0.681731,1,2,5.72,0.224,1.452,na,,,,,,SHORT
AAVE,added20,session,2026-07-29 13:42,1785286800,2026-07-29 01:00,101.930000,1.231348,0.1543,1,CLOSED,1785315600,2026-07-29 09:00,0,0.705382,0.681731,1,2,5.72,0.224,1.452,na,,,,,,SHORT
ADA,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,0.163500,0.001604,0.1247,1,CLOSED,1785315600,2026-07-29 09:00,0,-0.124693,-0.153817,1,1,14.13,0.1809,1.451,na,,,,,,SHORT
AVAX,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,6.629000,0.059328,0.1517,1,CLOSED,1785315600,2026-07-29 09:00,0,1.025775,0.993851,1,2,9.75,-0.1545,-1.018,na,,,,,,SHORT
BTC,core9,pdh_pdl,2026-07-29 13:42,1785286800,2026-07-29 01:00,64100.000000,327.964997,0.3049,0,CLOSED,1785315600,2026-07-29 09:00,0,-0.520962,-0.576804,1,6,4.44,0.4243,1.392,na,0,0.29,na,0.000885,na,SHORT
BTC,core9,session,2026-07-29 13:42,1785286800,2026-07-29 01:00,64100.000000,327.964997,0.3049,0,CLOSED,1785315600,2026-07-29 09:00,0,-0.520962,-0.576804,1,6,4.44,0.4243,1.392,na,0,0.29,na,0.000885,na,SHORT
